"DATE","OPH98Q4","OPH99Q1","OPH99Q2","OPH99Q3","OPH99Q4","OPH00Q1","OPH00Q2","OPH00Q3","OPH00Q4","OPH01Q1","OPH01Q2","OPH01Q3","OPH01Q4","OPH02Q1","OPH02Q2","OPH02Q3","OPH02Q4","OPH03Q1","OPH03Q2","OPH03Q3","OPH03Q4","OPH04Q1","OPH04Q2","OPH04Q3","OPH04Q4","OPH05Q1","OPH05Q2","OPH05Q3","OPH05Q4","OPH06Q1","OPH06Q2","OPH06Q3","OPH06Q4","OPH07Q1","OPH07Q2","OPH07Q3","OPH07Q4","OPH08Q1","OPH08Q2","OPH08Q3","OPH08Q4","OPH09Q1","OPH09Q2","OPH09Q3","OPH09Q4","OPH10Q1","OPH10Q2","OPH10Q3","OPH10Q4","OPH11Q1","OPH11Q2","OPH11Q3","OPH11Q4","OPH12Q1","OPH12Q2","OPH12Q3","OPH12Q4","OPH13Q1","OPH13Q2","OPH13Q3","OPH13Q4","OPH14Q1","OPH14Q2","OPH14Q3","OPH14Q4","OPH15Q1","OPH15Q2","OPH15Q3","OPH15Q4","OPH16Q1","OPH16Q2","OPH16Q3","OPH16Q4","OPH17Q1","OPH17Q2","OPH17Q3","OPH17Q4","OPH18Q1","OPH18Q2","OPH18Q3","OPH18Q4","OPH19Q1","OPH19Q2","OPH19Q3","OPH19Q4","OPH20Q1","OPH20Q2","OPH20Q3","OPH20Q4","OPH21Q1","OPH21Q2","OPH21Q3","OPH21Q4","OPH22Q1","OPH22Q2","OPH22Q3","OPH22Q4","OPH23Q1","OPH23Q2","OPH23Q3","OPH23Q4","OPH24Q1"
"1947:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947:Q2",2.6988144717647,2.6988144717647,2.6988144717647,2.6988144717647,2.6988144717647,NA,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.57981168765913,1.2307847674597,1.2307847674597,0.621120009264065,0.621120009264065,0.617285910708087,0.617285910708087,0.617285910708087,0.617285910708087,0.621120009264065,0.621120009264065,0.602486294512561,0.599259707114319,0.599259707114319,0.599259707114319,0.599259707114319,0.599259707114319,0.599259707114319,0.599259707114319,0.599259707114319,0.602355346905936,0.602355346905936,0.602355346905936,0.602355346905936,0.602355346905936,0.549375188708634,0.549375188708634,0.549375188708634,0.549375188708634,0.548482422650487,0.548482422650487,0.548482422650487,0.548482422650487,0.55244063667792,0.55244063667792,0.55244063667792,0.55244063667792,0.55244063667792,0.55244063667792,0.55244063667792,0.552299814999202,0.473257214863176,0.47481701719323,0.47481701719323,0.469648162776259,0.469102831866275,0.469102831866275,0.469102831866275,0.47375843372004,0.47375843372004,0.47375843372004,0.47375843372004,0.473626442578157,0.473318749076412,0.473318749076412,0.473318749076412,0.468167819210441,0.468167819210441,0.468167819210441,0.468167819210441,0.468146119076973,0.445413232412006,0.445413232412006,0.445413232412006,0.435858570956027,0.436285895109112,0.436285895109112,0.436285895109112,0.436350066012858,0.436350066012858,0.436350066012858,0.436350066012858,0.436371460509255,0.436649779999332,0.436649779999332,0.436649779999332,0.436649779999332,0.436649779999332,0.430857781723892,0.430857781723892,0.430857781723892,0.430857781723892,0.438284260863675,0.438284260863675
"1947:Q3",0.29542118974315,0.29542118974315,0.29542118974315,0.29542118974315,0.29542118974315,NA,-0.628932890756406,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.313972000466789,-0.306278953054617,-0.306278953054617,-0.933132742888443,-0.933132742888443,-0.617285910708087,-0.617285910708087,-0.617285910708087,-0.617285910708087,-0.621120009264065,-0.621120009264065,-0.730281839061764,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.727027374349865,-0.730123014141482,-0.730123014141482,-0.730123014141482,-0.730123014141482,-0.730123014141482,-0.751883241402762,-0.751883241402762,-0.751883241402762,-0.751883241402762,-0.753339307915857,-0.753339307915857,-0.753339307915857,-0.753339307915857,-0.752922713766591,-0.752922713766591,-0.752922713766591,-0.752922713766591,-0.752922713766591,-0.752922713766591,-0.752922713766591,-0.752730594905904,-0.901583868162037,-0.900339625086399,-0.900339625086399,-0.899374640315287,-0.898328087284161,-0.898328087284161,-0.898328087284161,-0.898328087284161,-0.898328087284161,-0.898328087284161,-0.898328087284161,-0.902751593846407,-0.902163856968974,-0.902163856968974,-0.902163856968974,-0.896533702160784,-0.896533702160784,-0.896533702160784,-0.896533702160784,-0.896492057563547,-1.01115081314282,-1.01115081314282,-1.01115081314282,-1.00187460159495,-1.00285964867686,-1.00285964867686,-1.00285964867686,-1.00794913881503,-1.00794913881503,-1.00794913881503,-1.00794913881503,-1.00799870076749,-1.00864344997316,-1.00864344997316,-1.00864344997316,-1.00864344997316,-1.00864344997316,-1.00498479056905,-1.00498479056905,-1.00498479056905,-1.00498479056905,-1.01196815766316,-1.01196815766316
"1947:Q4",1.17303397854895,1.17303397854895,1.17303397854895,1.17303397854895,1.17303397854895,NA,1.25393492527355,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.25001627642316,1.21952730938184,1.21952730938184,1.2422519998557,1.2422519998557,0.924505814405086,0.924505814405086,0.924505814405086,0.924505814405086,0.930239266231325,0.930239266231325,1.16898743640279,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.16873375591404,1.19969819319925,1.19969819319925,1.19969819319925,1.19969819319925,1.20178952429266,1.20178952429266,1.20178952429266,1.20178952429266,1.19690745966858,1.19690745966858,1.19690745966858,1.19690745966858,1.19690745966858,1.19690745966858,1.19690745966858,1.19660272779085,1.29348508823561,1.28967963023086,1.28967963023086,1.29292099633878,1.29603486380852,1.29603486380852,1.29603486380852,1.29603486380852,1.29603486380852,1.29603486380852,1.29603486380852,1.29573390685178,1.29489197049049,1.29489197049049,1.29489197049049,1.29345119376616,1.29345119376616,1.29345119376616,1.29345119376616,1.29339123097925,1.30861768940478,1.30861768940478,1.30861768940478,1.30925939145046,1.31054468543681,1.31054468543681,1.31054468543681,1.31567926320804,1.31567926320804,1.31567926320804,1.31567926320804,1.31086640333806,1.31658415816007,1.31658415816007,1.31658415816007,1.31658415816007,1.31658415816007,1.30885575874564,1.30885575874564,1.30885575874564,1.30885575874564,1.30647431142252,1.30647431142252
"1948:Q1",1.44720326085346,1.73414750364875,1.73414750364875,1.73414750364875,1.73414750364875,NA,2.15724852541275,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,1.84620628397352,2.09902758918359,2.09902758918359,2.13748595847338,2.13748595847338,2.42436116099927,2.42436116099927,2.42436116099927,2.42436116099927,2.43914531241596,2.43914531241596,2.21940030656804,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.21892675956434,2.30588489902539,2.30588489902539,2.30588489902539,2.30588489902539,2.30748977487258,2.30748977487258,2.30748977487258,2.30748977487258,2.30633489309229,2.30633489309229,2.30633489309229,2.30633489309229,2.30633489309229,2.30633489309229,2.30633489309229,2.30987964231359,2.24231867722922,2.25499526934394,2.25499526934394,2.25252242111083,2.24533687824975,2.24533687824975,2.24533687824975,2.24533687824975,2.24533687824975,2.24533687824975,2.24533687824975,2.24482462223095,2.24790041930825,2.24790041930825,2.24790041930825,2.24544309932386,2.24544309932386,2.24544309932386,2.24544309932386,2.2453408275815,2.30559150252825,2.30559150252825,2.30559150252825,2.31146227785017,2.30892574620865,2.30892574620865,2.30892574620865,2.30925970107876,2.30925970107876,2.30925970107876,2.30925970107876,2.30948239133544,2.315588266302,2.315588266302,2.315588266302,2.315588266302,2.315588266302,2.2994990968519,2.2994990968519,2.2994990968519,2.2994990968519,2.29561002902119,2.29561002902119
"1948:Q2",1.99153097009415,1.70458672729885,1.70458672729885,1.70458672729885,1.70458672729885,NA,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,2.1116923440923,1.76475168135779,1.76475168135779,2.09275201059556,2.09275201059556,2.07414843068165,2.07414843068165,2.07414843068165,2.07414843068165,2.08651384639613,2.08651384639613,2.18301097290508,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.18255532919103,2.21268389085001,2.21268389085001,2.21268389085001,2.21268389085001,2.21107155531173,2.21107155531173,2.21107155531173,2.21107155531173,2.21402230604704,2.21402230604704,2.21402230604704,2.21402230604704,2.21402230604704,2.21402230604704,2.21402230604704,2.20935901389039,2.02819283291586,2.0192757019259,2.0192757019259,2.0215357458885,2.02812276337894,2.02812276337894,2.02812276337894,2.02370043059767,2.02370043059767,2.02370043059767,2.02370043059767,2.02766984440319,2.02631230045163,2.02631230045163,2.02631230045163,2.02855755678577,2.02855755678577,2.02855755678577,2.02855755678577,2.02846711715057,2.02540954147152,2.02540954147152,2.02540954147152,2.00760748414517,2.00959637954155,2.00959637954155,2.00959637954155,2.00988082920275,2.00988082920275,2.00988082920275,2.00988082920275,2.01007050705213,2.00644049549519,2.00644049549519,2.00644049549519,2.00644049549519,2.00644049549519,2.00360816792848,2.00360816792848,2.00360816792848,2.00360816792848,2.01125194144312,2.01125194144312
"1948:Q3",-0.848661387731875,-0.848661387731875,-0.848661387731875,-0.848661387731875,-0.848661387731875,NA,-0.899556290857761,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.598804184462276,-0.584796988242298,-0.584796988242298,-0.296296513065686,-0.296296513065686,-0.293685967330948,-0.293685967330948,-0.293685967330948,-0.293685967330948,-0.29542118974315,-0.29542118974315,-0.404960574704427,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.404876799846043,-0.475326758868233,-0.475326758868233,-0.475326758868233,-0.475326758868233,-0.473177434329086,-0.473177434329086,-0.473177434329086,-0.473177434329086,-0.476980572046326,-0.476980572046326,-0.476980572046326,-0.476980572046326,-0.476980572046326,-0.476980572046326,-0.476980572046326,-0.476864916589426,-0.474061710712892,-0.466491282903281,-0.466491282903281,-0.465973727960645,-0.469859020439811,-0.469859020439811,-0.469859020439811,-0.469879848523913,-0.469879848523913,-0.469879848523913,-0.469879848523913,-0.469754907710218,-0.469442846173207,-0.469442846173207,-0.469442846173207,-0.468923663948528,-0.468923663948528,-0.468923663948528,-0.468923663948528,-0.468902920544911,-0.495490192434689,-0.495490192434689,-0.495490192434689,-0.48641412961099,-0.486892347638213,-0.486892347638213,-0.486892347638213,-0.486960741271014,-0.486960741271014,-0.486960741271014,-0.486960741271014,-0.487006347701913,-0.49667424751787,-0.49667424751787,-0.49667424751787,-0.49667424751787,-0.49667424751787,-0.49019706002067,-0.49019706002067,-0.49019706002067,-0.49019706002067,-0.496593036094728,-0.496593036094728
"1948:Q4",0.566573753567745,0.566573753567745,0.566573753567745,0.566573753567745,0.566573753567745,NA,0.600602406021133,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.598804184462276,0.875918008988164,0.875918008988164,0.886268725784545,0.886268725784545,0.58651194523982,0.58651194523982,0.58651194523982,0.58651194523982,0.589972212718859,0.589972212718859,0.79653487786846,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.796370419306403,0.640129621359886,0.640129621359886,0.640129621359886,0.640129621359886,0.63846339645095,0.63846339645095,0.63846339645095,0.63846339645095,0.65023148667267,0.65023148667267,0.65023148667267,0.65023148667267,0.65023148667267,0.65023148667267,0.65023148667267,0.650073958705377,0.540964770678132,0.532955605087704,0.532955605087704,0.532364506507399,0.531751153273152,0.531751153273152,0.531751153273152,0.536194314138516,0.536194314138516,0.536194314138516,0.536194314138516,0.53605178755558,0.531280303974047,0.531280303974047,0.531280303974047,0.530692913651309,0.530692913651309,0.530692913651309,0.530692913651309,0.5306694450534,0.565408856573768,0.565408856573768,0.565408856573768,0.565699631514072,0.566255578619224,0.566255578619224,0.566255578619224,0.566335088849135,0.566335088849135,0.566335088849135,0.566335088849135,0.566388108075033,0.576100513753319,0.576100513753319,0.576100513753319,0.576100513753319,0.576100513753319,0.573199923773426,0.573199923773426,0.573199923773426,0.573199923773426,0.574266713479199,0.574266713479199
"1949:Q1",-0.282885620047768,-0.282885620047768,-0.282885620047768,-0.282885620047768,-0.282885620047768,NA,-0.299850299625648,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.298953884836628,-0.291121020745866,-0.291121020745866,-0.589972212718859,-0.589972212718859,-0.292825977908873,-0.292825977908873,-0.292825977908873,-0.292825977908873,-0.294551022975709,-0.294551022975709,-0.491922579101445,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.491821167785522,-0.312178136019448,-0.312178136019448,-0.312178136019448,-0.312178136019448,-0.310640693572584,-0.310640693572584,-0.310640693572584,-0.310640693572584,-0.322567918094796,-0.322567918094796,-0.322567918094796,-0.322567918094796,-0.322567918094796,-0.322567918094796,-0.322567918094796,-0.322489899355594,-0.357334666452402,-0.354987948220398,-0.354987948220398,-0.354594582797096,-0.349751324986203,-0.349751324986203,-0.349751324986203,-0.354186406481549,-0.354186406481549,-0.354186406481549,-0.354186406481549,-0.354092345361723,-0.349441912590187,-0.349441912590187,-0.349441912590187,-0.349055916100038,-0.349055916100038,-0.349055916100038,-0.349055916100038,-0.34904049397686,-0.312682555540578,-0.312682555540578,-0.312682555540578,-0.308166653740827,-0.308469117284726,-0.308469117284726,-0.308469117284726,-0.308512374837244,-0.308512374837244,-0.308512374837244,-0.308512374837244,-0.308541219946301,-0.308714403936161,-0.308714403936161,-0.308714403936161,-0.308714403936161,-0.308714403936161,-0.313928515976292,-0.313928515976292,-0.313928515976292,-0.313928515976292,-0.306189639230325,-0.306189639230325
"1949:Q2",0.564973254211898,0.564973254211898,0.564973254211898,0.564973254211898,0.564973254211898,NA,0.598804184462276,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.597016698650421,0.291121020745866,0.291121020745866,0.589972212718859,0.589972212718859,0.292825977908873,0.292825977908873,0.292825977908873,0.292825977908873,0.294551022975709,0.294551022975709,0.43607718122125,0.435987257520631,0.435987257520631,0.435987257520631,0.435987257520631,0.435987257520631,0.435987257520631,0.435987257520631,0.435987257520631,0.43892666170362,0.43892666170362,0.43892666170362,0.43892666170362,0.43892666170362,0.379786422079142,0.379786422079142,0.379786422079142,0.379786422079142,0.379093856164259,0.379093856164259,0.379093856164259,0.379093856164259,0.378910482367001,0.378910482367001,0.378910482367001,0.378910482367001,0.378910482367001,0.378910482367001,0.378910482367001,0.38284114542888,0.406368478476349,0.403700390784056,0.403700390784056,0.403253155406924,0.398353999089984,0.398353999089984,0.398353999089984,0.402789080585331,0.402789080585331,0.402789080585331,0.402789080585331,0.402682138044197,0.402415029972536,0.402415029972536,0.402415029972536,0.401970636445759,0.401970636445759,0.401970636445759,0.401970636445759,0.401952881118994,0.410486629191631,0.410486629191631,0.410486629191631,0.410678195265346,0.406419170592853,0.406419170592853,0.406419170592853,0.406476136083045,0.406476136083045,0.406476136083045,0.406476136083045,0.41117710486005,0.406742186322218,0.406742186322218,0.406742186322218,0.406742186322218,0.406742186322218,0.406073189623424,0.406073189623424,0.406073189623424,0.406073189623424,0.393500471319363,0.393500471319363
