"DATE","CPI65Q4","CPI66Q1","CPI66Q2","CPI66Q3","CPI66Q4","CPI67Q1","CPI67Q2","CPI67Q3","CPI67Q4","CPI68Q1","CPI68Q2","CPI68Q3","CPI68Q4","CPI69Q1","CPI69Q2","CPI69Q3","CPI69Q4","CPI70Q1","CPI70Q2","CPI70Q3","CPI70Q4","CPI71Q1","CPI71Q2","CPI71Q3","CPI71Q4","CPI72Q1","CPI72Q2","CPI72Q3","CPI72Q4","CPI73Q1","CPI73Q2","CPI73Q3","CPI73Q4","CPI74Q1","CPI74Q2","CPI74Q3","CPI74Q4","CPI75Q1","CPI75Q2","CPI75Q3","CPI75Q4","CPI76Q1","CPI76Q2","CPI76Q3","CPI76Q4","CPI77Q1","CPI77Q2","CPI77Q3","CPI77Q4","CPI78Q1","CPI78Q2","CPI78Q3","CPI78Q4","CPI79Q1","CPI79Q2","CPI79Q3","CPI79Q4","CPI80Q1","CPI80Q2","CPI80Q3","CPI80Q4","CPI81Q1","CPI81Q2","CPI81Q3","CPI81Q4","CPI82Q1","CPI82Q2","CPI82Q3","CPI82Q4","CPI83Q1","CPI83Q2","CPI83Q3","CPI83Q4","CPI84Q1","CPI84Q2","CPI84Q3","CPI84Q4","CPI85Q1","CPI85Q2","CPI85Q3","CPI85Q4","CPI86Q1","CPI86Q2","CPI86Q3","CPI86Q4","CPI87Q1","CPI87Q2","CPI87Q3","CPI87Q4","CPI88Q1","CPI88Q2","CPI88Q3","CPI88Q4","CPI89Q1","CPI89Q2","CPI89Q3","CPI89Q4","CPI90Q1","CPI90Q2","CPI90Q3","CPI90Q4","CPI91Q1","CPI91Q2","CPI91Q3","CPI91Q4","CPI92Q1","CPI92Q2","CPI92Q3","CPI92Q4","CPI93Q1","CPI93Q2","CPI93Q3","CPI93Q4","CPI94Q1","CPI94Q2","CPI94Q3","CPI94Q4","CPI95Q1","CPI95Q2","CPI95Q3","CPI95Q4","CPI96Q1","CPI96Q2","CPI96Q3","CPI96Q4","CPI97Q1","CPI97Q2","CPI97Q3","CPI97Q4","CPI98Q1","CPI98Q2","CPI98Q3","CPI98Q4","CPI99Q1","CPI99Q2","CPI99Q3","CPI99Q4","CPI00Q1","CPI00Q2","CPI00Q3","CPI00Q4","CPI01Q1","CPI01Q2","CPI01Q3","CPI01Q4","CPI02Q1","CPI02Q2","CPI02Q3","CPI02Q4","CPI03Q1","CPI03Q2","CPI03Q3","CPI03Q4","CPI04Q1","CPI04Q2","CPI04Q3","CPI04Q4","CPI05Q1","CPI05Q2","CPI05Q3","CPI05Q4","CPI06Q1","CPI06Q2","CPI06Q3","CPI06Q4","CPI07Q1","CPI07Q2","CPI07Q3","CPI07Q4","CPI08Q1","CPI08Q2","CPI08Q3","CPI08Q4","CPI09Q1","CPI09Q2","CPI09Q3","CPI09Q4","CPI10Q1","CPI10Q2","CPI10Q3","CPI10Q4","CPI11Q1","CPI11Q2","CPI11Q3","CPI11Q4","CPI12Q1","CPI12Q2","CPI12Q3","CPI12Q4","CPI13Q1","CPI13Q2","CPI13Q3","CPI13Q4","CPI14Q1","CPI14Q2","CPI14Q3","CPI14Q4","CPI15Q1","CPI15Q2","CPI15Q3","CPI15Q4","CPI16Q1","CPI16Q2","CPI16Q3","CPI16Q4","CPI17Q1","CPI17Q2","CPI17Q3","CPI17Q4","CPI18Q1","CPI18Q2","CPI18Q3","CPI18Q4","CPI19Q1","CPI19Q2","CPI19Q3","CPI19Q4","CPI20Q1","CPI20Q2","CPI20Q3","CPI20Q4","CPI21Q1","CPI21Q2","CPI21Q3","CPI21Q4","CPI22Q1","CPI22Q2","CPI22Q3","CPI22Q4","CPI23Q1","CPI23Q2","CPI23Q3","CPI23Q4","CPI24Q1"
"1947:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557,1.09270985768557
"1947:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539,-1.74236411472539
"1947:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586,-0.227531383713586
"1947:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008,0.818039572485008
"1947:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574,0.0865424679496574
"1947:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781,0.08477243176781
"1947:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265,1.18341950419265
"1947:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206,-1.63923142492206
