"DATE","rconsnp09Q3","rconsnp09Q4","rconsnp10Q1","rconsnp10Q2","rconsnp10Q3","rconsnp10Q4","rconsnp11Q1","rconsnp11Q2","rconsnp11Q3","rconsnp11Q4","rconsnp12Q1","rconsnp12Q2","rconsnp12Q3","rconsnp12Q4","rconsnp13Q1","rconsnp13Q2","rconsnp13Q3","rconsnp13Q4","rconsnp14Q1","rconsnp14Q2","rconsnp14Q3","rconsnp14Q4","rconsnp15Q1","rconsnp15Q2","rconsnp15Q3","rconsnp15Q4","rconsnp16Q1","rconsnp16Q2","rconsnp16Q3","rconsnp16Q4","rconsnp17Q1","rconsnp17Q2","rconsnp17Q3","rconsnp17Q4","rconsnp18Q1","rconsnp18Q2","rconsnp18Q3","rconsnp18Q4","rconsnp19Q1","rconsnp19Q2","rconsnp19Q3","rconsnp19Q4","rconsnp20Q1","rconsnp20Q2","rconsnp20Q3","rconsnp20Q4","rconsnp21Q1","rconsnp21Q2","rconsnp21Q3","rconsnp21Q4","rconsnp22Q1","rconsnp22Q2","rconsnp22Q3","rconsnp22Q4","rconsnp23Q1","rconsnp23Q2","rconsnp23Q3","rconsnp23Q4","rconsnp24Q1"
"1974:Q1",-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.589972212718859,-0.524935588614417,-0.524935588614417
"1974:Q2",-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.49627893421289,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,-0.58651194523982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1974:Q3",-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.503729399245456,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-0.596933819460466,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.18344576470029,-1.58314652166807,-1.58314652166807
"1974:Q4",1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.50126251581275,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,1.77691931668171,2.64135745472172,2.64135745472172
"1975:Q1",-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.50628776770452,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-1.78396380261323,-2.64975646364358,-2.64975646364358
"1975:Q2",1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,1.50881298834582,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,2.38098050126361,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,1.78750694928218,2.65538535109551,2.65538535109551
"1975:Q3",0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,0.992507864675529,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,-0.0140060926731245,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,1.17294101128973,0.510995876308362,0.510995876308362
"1975:Q4",0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,0.948822318745179,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,1.13575758412674,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.542284032145313,0.487093023459639,0.487093023459639
"1976:Q1",-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,-0.0583614457520643,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.504845954584177,0.953375096795162,0.953375096795162
"1976:Q2",-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-1.91615903692308,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.26306965910803,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-2.8170876966696,-3.01530381706874,-3.01530381706874
"1976:Q3",-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.47058910374127,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,-0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.554018037561566,0.493828164058252,0.493828164058252
"1976:Q4",0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00305245646461394,-0.00242668381535971,-0.00242668381535971
"1977:Q1",-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-0.936769862485232,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-1.1019311621939,-0.982802960485785,-0.982802960485785
"1977:Q2",0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.468384931242616,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.550965581096952,0.491401480242892,0.491401480242892
"1977:Q3",0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,0.934586241823743,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,1.09891215755953,0.980400009662086,0.980400009662086
"1977:Q4",3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.16621613091397,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,3.17981536296137,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.65487977434695,2.84781864743961,2.84781864743961
"1978:Q1",-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-3.6553673377997,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-4.2787275205209,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.75379193190648,-3.35983372585908,-3.35983372585908
"1978:Q2",0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,0.87908764006408,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04167608582553,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,1.04712998672958,0.461854334988754,0.461854334988754
"1978:Q3",-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.76408382230591,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56115777353589,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.56932438484474,-1.39427722188161,-1.39427722188161
"1978:Q4",2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.61829656579455,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,2.58141040798394,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,3.1063175165039,2.30740812453405,2.30740812453405
"1979:Q1",0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,0.793882608029328,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,1.44720326085341,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,0.43118069868,1.74445859760639,1.74445859760639
"1979:Q2",-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-2.97261802652007,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-4.00296014518524,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-3.01530381706874,-4.02933058740187,-4.02933058740187
"1979:Q3",-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.27415483772711,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.0639226855737,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.55775084963195,-4.08415733790042,-4.08415733790042
"1979:Q4",7.28513498486416,7.28513498486416,7.28513498486416,7.28513498486416,7.28513498486416,7.28513498486416,7.28513498486416,7.28513498486416,6.86050589671905,6.86050589671905,6.86050589671905,6.86050589671905,6.86050589671905,6.86050589671905,6.86050589671905,6.86050589671905,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.61921443159266,7.71499553640744,7.71499553640744
"1980:Q1",-1.747805456547,-1.747805456547,-1.747805456547,-1.747805456547,-1.747805456547,-1.747805456547,-1.747805456547,-1.747805456547,-0.898547280256778,-0.898547280256778,-0.898547280256778,-0.898547280256778,-0.898547280256778,-0.898547280256778,-0.898547280256778,-0.898547280256778,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.07134815023122,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.56517631428947,-1.41151177546694,-1.41151177546694
"1980:Q2",-0.845637549541989,-0.845637549541989,-0.845637549541989,-0.845637549541989,-0.845637549541989,-0.845637549541989,-0.845637549541989,-0.845637549541989,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.2702666376871,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.4987139514866,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.00245910361298,-1.3382634548246,-1.3382634548246
